"UsageDateTime";"ResourceGroup";"ResourceLocation";"MeterCategory";"MeterSubcategory";"MeterName";"InstanceID";"UsageQuantity";"ResourceRate";"PreTaxCost";"Currency"
"2019-04-06";"Sceno-BackupAzureVM";"EU North";"Backup";"";"Azure VM and on-premises Server Protected Instances";"BackupAzureVM-Vault";"0,016128";"8,433";"0,136007424";"EUR"
"2019-04-06";"Sceno-BackupAzureVM";"EU North";"Backup";"";"GRS Data Stored";"BackupAzureVM-Vault";"3,06672";"0,0404784";"0,124135918848";"EUR"
"2019-04-06";"SCENO-BACKUPAZUREVM";"EU North";"Bandwidth";"";"Data Transfer In";"BackupAzureVM";"0,03286";"0";"0";"EUR"
"2019-04-06";"SCENO-BACKUPAZUREVM";"EU North";"Bandwidth";"";"Data Transfer Out";"BackupAzureVM";"0,008019";"0,0733671";"0,0005883307749";"EUR"
"2019-04-06";"SCENO-BACKUPAZUREVM";"EU North";"Storage";"Standard SSD Managed Disks";"Disk Operations";"BackupAzureVM-DataDisk";"4,0644";"0,0016866";"0,00685501704";"EUR"
"2019-04-06";"SCENO-BACKUPAZUREVM";"EU North";"Storage";"Standard SSD Managed Disks";"Disk Operations";"BackupAzureVM-OSDisk";"20,3803";"0,0016866";"0,03437341398";"EUR"
"2019-04-06";"SCENO-BACKUPAZUREVM";"EU North";"Storage";"Standard SSD Managed Disks";"E10 Disks";"BackupAzureVM-DataDisk";"0,033336";"8,09568";"0,26987758848";"EUR"
"2019-04-06";"SCENO-BACKUPAZUREVM";"EU North";"Storage";"Standard SSD Managed Disks";"E10 Disks";"BackupAzureVM-OSDisk";"0,033336";"8,09568";"0,26987758848";"EUR"
"2019-04-06";"SCENO-BACKUPAZUREVM";"EU North";"Storage";"Standard SSD Managed Disks";"LRS Snapshots";"BackupAzureVM-DataDisk";"0,890616";"0,1113156";"0,0991394544096";"EUR"
"2019-04-06";"SCENO-BACKUPAZUREVM";"EU North";"Storage";"Standard SSD Managed Disks";"LRS Snapshots";"BackupAzureVM-OSDisk";"0,036254";"0,1113156";"0,0040356357624";"EUR"
"2019-04-06";"SCENO-BACKUPAZUREVM";"EU North";"Virtual Machines";"Dv2/DSv2 Series Windows";"D2 v2/DS2 v2";"BackupAzureVM";"24";"0,111315599999926";"2,67157439999822";"EUR"
