SubscriptionGuid,ResourceGroup,ResourceLocation,UsageDateTime,MeterCategory,MeterSubcategory,MeterId,MeterName,MeterRegion,UsageQuantity,ResourceRate,PreTaxCost,ConsumedService,ResourceType,InstanceId,Tags,OfferId,AdditionalInfo,ServiceInfo1,ServiceInfo2,ServiceName,ServiceTier,Currency
f55edc34-b2f6-42f6-b100-9f68e5110bb7,ACDMY-VMBackup,EU West,2019-04-02,Backup,,6551548b-7e61-4f51-896e-eb907d256b95,Azure VM and on-premises Server Protected Instances,,0.016128,8.433,0.136007424,Microsoft.RecoveryServices,Microsoft.RecoveryServices/vaults,/subscriptions/f55edc34-b2f6-42f6-b100-9f68e5110bb7/resourceGroups/ACDMY-VMBackup/providers/Microsoft.RecoveryServices/vaults/VMOne-Vault,,,,,,Backup,Backup for Azure VMs and on-premises servers,EUR
f55edc34-b2f6-42f6-b100-9f68e5110bb7,cloud-shell-storage-westeurope,EU West,2019-04-02,Storage,Files,ed8a651a-e0a3-4de6-a8ae-3b4ce8cb72cf,LRS Data Stored,,0.166656,0.050598,0.008432460288,Microsoft.Storage,Microsoft.Storage/storageAccounts,/subscriptions/f55edc34-b2f6-42f6-b100-9f68e5110bb7/resourceGroups/cloud-shell-storage-westeurope/providers/Microsoft.Storage/storageAccounts/csbf55edc34b2f6x42f6xb10,"""ms-resource-usage"": ""azure-cloud-shell""",,,,,Storage,Files,EUR
f55edc34-b2f6-42f6-b100-9f68e5110bb7,cloud-shell-storage-westeurope,EU West,2019-04-01,Storage,Files,ed8a651a-e0a3-4de6-a8ae-3b4ce8cb72cf,LRS Data Stored,,0.166656,0.050598,0.008432460288,Microsoft.Storage,Microsoft.Storage/storageAccounts,/subscriptions/f55edc34-b2f6-42f6-b100-9f68e5110bb7/resourceGroups/cloud-shell-storage-westeurope/providers/Microsoft.Storage/storageAccounts/csbf55edc34b2f6x42f6xb10,"""ms-resource-usage"": ""azure-cloud-shell""",,,,,Storage,Files,EUR
f55edc34-b2f6-42f6-b100-9f68e5110bb7,dnsrg,Unknown,2019-04-02,Azure DNS,,8f967c58-b144-4bd7-8882-8bf02767c839,Public Zones,,0.032258064516129,0.42165,0.013601612903226,Microsoft.Network,Microsoft.Network/dnszones,/subscriptions/f55edc34-b2f6-42f6-b100-9f68e5110bb7/resourceGroups/dnsrg/providers/Microsoft.Network/dnszones/contoso.azure,,,,,,Azure DNS,Public DNS,EUR
f55edc34-b2f6-42f6-b100-9f68e5110bb7,SCENO-BACKUPAZUREVM,EU North,2019-04-03,Storage,Standard SSD Managed Disks,fdaabab6-fd30-4d4d-9998-a97c0fbd2c41,E10 Disks,EU North,0.033336,8.09568,0.26987758848,Microsoft.Compute,Microsoft.Compute/disks,/subscriptions/f55edc34-b2f6-42f6-b100-9f68e5110bb7/resourceGroups/SCENO-BACKUPAZUREVM/providers/Microsoft.Compute/disks/BackupAzureVM-DataDisk,,,,,,Storage,Standard SSD Managed Disks,EUR
f55edc34-b2f6-42f6-b100-9f68e5110bb7,SCENO-BACKUPAZUREVM,EU North,2019-04-01,Storage,Standard SSD Managed Disks,eb1e1a6a-58d5-491e-8fcf-83cb555a3dee,LRS Snapshots,EU North,0.02757,0.1113156,0.003068971092,Microsoft.Compute,Microsoft.Compute/disks,/subscriptions/f55edc34-b2f6-42f6-b100-9f68e5110bb7/resourceGroups/SCENO-BACKUPAZUREVM/providers/Microsoft.Compute/disks/BackupAzureVM-OSDisk,,,,,,Storage,Standard SSD Managed Disks,EUR
f55edc34-b2f6-42f6-b100-9f68e5110bb7,TestRG,EU North,2019-04-03,Storage,Tables,3f2b1e1c-c886-4ec6-ad6f-dd0ef38819c9,LRS Data Stored,,0.000072,0.059031,0.000004250232,Microsoft.Storage,Microsoft.Storage/storageAccounts,/subscriptions/f55edc34-b2f6-42f6-b100-9f68e5110bb7/resourceGroups/TestRG/providers/Microsoft.Storage/storageAccounts/bfrankfiles,,,,,,Storage,Tables,EUR
f55edc34-b2f6-42f6-b100-9f68e5110bb7,SCENO-BACKUPAZUREVM,EU North,2019-04-02,Storage,Standard SSD Managed Disks,ce957933-8287-4f8b-83ee-53a5cbe056d9,Disk Operations,,4.0602,0.0016866,0.00684793332,Microsoft.Compute,Microsoft.Compute/disks,/subscriptions/f55edc34-b2f6-42f6-b100-9f68e5110bb7/resourceGroups/SCENO-BACKUPAZUREVM/providers/Microsoft.Compute/disks/BackupAzureVM-DataDisk,,,,,,Storage,Standard SSD Managed Disks,EUR
f55edc34-b2f6-42f6-b100-9f68e5110bb7,defaultresourcegroup-weu,EU West,2019-04-03,Insight and Analytics,,6a11eb4c-01de-4438-88e0-e95b41869197,Data Included per Node,,0.000233681544349,0,0,microsoft.operationalinsights,microsoft.operationalinsights/workspaces,/subscriptions/f55edc34-b2f6-42f6-b100-9f68e5110bb7/resourcegroups/defaultresourcegroup-weu/providers/microsoft.operationalinsights/workspaces/defaultworkspace-f55edc34-b2f6-42f6-b100-9f68e5110bb7-weu,,,,,,Insight and Analytics,OMS - Insight and Security Data,EUR
f55edc34-b2f6-42f6-b100-9f68e5110bb7,ACDMY-AAutomation,EU West,2019-04-03,Automation,Process,95eca2c1-9519-4c55-baa1-9a0e0b201e25,Basic Runtime,,0.166666666666667,0.0016866,0.0002811,Microsoft.Automation,Microsoft.Automation/automationAccounts,/subscriptions/f55edc34-b2f6-42f6-b100-9f68e5110bb7/resourceGroups/ACDMY-AAutomation/providers/Microsoft.Automation/automationAccounts/myAutomationAccount,,,,,,Automation,Process,EUR
f55edc34-b2f6-42f6-b100-9f68e5110bb7,SCENO-BACKUPAZUREVM,EU North,2019-04-02,Storage,Standard SSD Managed Disks,eb1e1a6a-58d5-491e-8fcf-83cb555a3dee,LRS Snapshots,EU North,0.888744,0.1113156,0.0989310716064,Microsoft.Compute,Microsoft.Compute/disks,/subscriptions/f55edc34-b2f6-42f6-b100-9f68e5110bb7/resourceGroups/SCENO-BACKUPAZUREVM/providers/Microsoft.Compute/disks/BackupAzureVM-DataDisk,,,,,,Storage,Standard SSD Managed Disks,EUR
f55edc34-b2f6-42f6-b100-9f68e5110bb7,SCENO-BACKUPAZUREVM,EU North,2019-04-02,Virtual Machines,Dv2/DSv2 Series Windows,4031e931-56e8-440a-8c08-a45cef6d4314,D2 v2/DS2 v2,EU North,24,0.111315599999926,2.67157439999822,Microsoft.Compute,Microsoft.Compute/virtualMachines,/subscriptions/f55edc34-b2f6-42f6-b100-9f68e5110bb7/resourceGroups/SCENO-BACKUPAZUREVM/providers/Microsoft.Compute/virtualMachines/BackupAzureVM,,,"{  ""ImageType"": null,  ""ServiceType"": ""Standard_DS2_v2"",  ""VMName"": null,  ""VMProperties"": null,  ""VCPUs"": 2,  ""UsageType"": ""ComputeHR""}",,,Virtual Machines,Dv2/DSv2 Series Windows VM (D1-D5),EUR
f55edc34-b2f6-42f6-b100-9f68e5110bb7,TestRG,EU North,2019-04-02,Storage,Tables,b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52,Batch Write Operations,,0.0152,0.000303588,0.0000046145376,Microsoft.Storage,Microsoft.Storage/storageAccounts,/subscriptions/f55edc34-b2f6-42f6-b100-9f68e5110bb7/resourceGroups/TestRG/providers/Microsoft.Storage/storageAccounts/bfrankfiles,,,,,,Storage,Tables,EUR
f55edc34-b2f6-42f6-b100-9f68e5110bb7,SCENO-BACKUPAZUREVM,EU North,2019-04-01,Bandwidth,,32c3ebec-1646-49e3-8127-2cafbd3a04d8,Data Transfer In,Zone 1,0.024901,0,0,Microsoft.Compute,Microsoft.Compute/virtualMachines,/subscriptions/f55edc34-b2f6-42f6-b100-9f68e5110bb7/resourceGroups/SCENO-BACKUPAZUREVM/providers/Microsoft.Compute/virtualMachines/BackupAzureVM,,,"{  ""ImageType"": null,  ""ServiceType"": null,  ""VMName"": null,  ""VMProperties"": null,  ""VCPUs"": 0,  ""UsageType"": ""DataTrIn""}",,,Bandwidth,Bandwidth - Inbound Data Transfer,EUR
f55edc34-b2f6-42f6-b100-9f68e5110bb7,SCENO-BACKUPAZUREVM,EU North,2019-04-02,Storage,Standard SSD Managed Disks,ce957933-8287-4f8b-83ee-53a5cbe056d9,Disk Operations,,20.7126,0.0016866,0.03493387116,Microsoft.Compute,Microsoft.Compute/disks,/subscriptions/f55edc34-b2f6-42f6-b100-9f68e5110bb7/resourceGroups/SCENO-BACKUPAZUREVM/providers/Microsoft.Compute/disks/BackupAzureVM-OSDisk,,,,,,Storage,Standard SSD Managed Disks,EUR
f55edc34-b2f6-42f6-b100-9f68e5110bb7,cloud-shell-storage-westeurope,EU West,2019-04-03,Storage,Tables,3f2b1e1c-c886-4ec6-ad6f-dd0ef38819c9,LRS Data Stored,,0.000072,0.059031,0.000004250232,Microsoft.Storage,Microsoft.Storage/storageAccounts,/subscriptions/f55edc34-b2f6-42f6-b100-9f68e5110bb7/resourceGroups/cloud-shell-storage-westeurope/providers/Microsoft.Storage/storageAccounts/csbf55edc34b2f6x42f6xb10,"""ms-resource-usage"": ""azure-cloud-shell""",,,,,Storage,Tables,EUR
f55edc34-b2f6-42f6-b100-9f68e5110bb7,defaultresourcegroup-weu,EU West,2019-04-02,Security Center,,4f8f8a7e-8635-46df-b708-177c3c2a8591,Standard Trial Node,,24,0,0,microsoft.operationalinsights,microsoft.operationalinsights/workspaces,/subscriptions/f55edc34-b2f6-42f6-b100-9f68e5110bb7/resourcegroups/defaultresourcegroup-weu/providers/microsoft.operationalinsights/workspaces/defaultworkspace-f55edc34-b2f6-42f6-b100-9f68e5110bb7-weu,,,,,,Security Center,Security Center,EUR
f55edc34-b2f6-42f6-b100-9f68e5110bb7,ACDMY-AAutomation,EU West,2019-04-01,Automation,Process,95eca2c1-9519-4c55-baa1-9a0e0b201e25,Basic Runtime,,0.166666666666667,0.0016866,0.0002811,Microsoft.Automation,Microsoft.Automation/automationAccounts,/subscriptions/f55edc34-b2f6-42f6-b100-9f68e5110bb7/resourceGroups/ACDMY-AAutomation/providers/Microsoft.Automation/automationAccounts/myAutomationAccount,,,,,,Automation,Process,EUR
